customer_id,age,gender,country,tenure_months,num_orders,avg_order_value,total_spend,days_since_last_order,num_returns,num_complaints,discount_used,newsletter_subscribed,preferred_category,payment_method,device_type,churn
CUST_00103,42,Female,France,41,9,425.13,3826.17,231,1,0,0,1,Fashion,Klarna,Desktop,0
CUST_00104,24,Male,Netherlands,12,1,438.22,438.22,315,2,1,1,0,Beauty,Klarna,Mobile,1
CUST_00105,26,Male,Germany,19,9,34.14,307.26,156,0,1,0,0,Fashion,PayPal,Mobile,0
CUST_00106,41,Male,Germany,25,8,319.81,2558.48,364,0,1,0,0,Beauty,PayPal,Desktop,0
CUST_00107,18,Male,Germany,50,10,494.98,4949.8,15,3,2,1,1,Sports,Credit Card,Desktop,0
CUST_00108,61,Female,Switzerland,59,10,301.72,3017.2,118,0,1,1,1,Electronics,PayPal,Desktop,0
CUST_00109,25,Female,Germany,5,5,102.21,511.05,88,2,2,1,1,Electronics,PayPal,Mobile,0
CUST_00110,41,Male,Germany,59,12,441.25,5295.0,4,0,3,1,1,Beauty,Credit Card,Tablet,0
CUST_00111,28,Female,Germany,34,3,146.87,440.61,239,3,0,1,1,Electronics,Credit Card,Mobile,1
CUST_00112,68,Male,France,39,6,41.61,249.66,114,3,0,1,1,Sports,PayPal,Mobile,0
CUST_00113,34,Male,Germany,59,6,226.65,1359.9,227,1,1,1,1,Fashion,Klarna,Mobile,0
CUST_00114,25,Female,Switzerland,10,8,68.13,545.04,314,2,0,1,1,Sports,SEPA,Mobile,1
CUST_00115,52,Female,Germany,47,4,75.32,301.28,143,0,1,0,0,Sports,Klarna,Mobile,0
CUST_00116,52,Male,Austria,57,8,242.38,1939.04,244,1,0,1,0,Fashion,PayPal,Desktop,1
CUST_00117,50,Male,Germany,7,7,314.09,2198.63,2,0,0,0,1,Books,Klarna,Desktop,0
CUST_00118,22,Female,Netherlands,37,6,454.59,2727.54,360,4,1,0,0,Home & Garden,Credit Card,Mobile,1
CUST_00119,59,Male,Switzerland,47,5,358.52,1792.6,124,1,0,1,0,Home & Garden,SEPA,Tablet,0
CUST_00120,56,Female,Germany,52,12,424.45,5093.4,325,2,1,0,0,Beauty,Credit Card,Mobile,0
CUST_00121,58,Male,Switzerland,52,14,217.66,3047.24,201,0,0,0,0,Beauty,Credit Card,Mobile,0
CUST_00122,45,Male,France,15,10,172.92,1729.2,71,1,0,0,0,Home & Garden,Klarna,Tablet,0
CUST_00123,24,Female,Switzerland,42,7,304.56,2131.92,68,0,0,1,0,Books,SEPA,Desktop,0
CUST_00124,26,Female,Netherlands,24,3,353.84,1061.52,147,1,0,0,0,Home & Garden,Credit Card,Desktop,0
CUST_00125,25,Female,Germany,26,4,292.76,1171.04,264,1,3,0,1,Sports,PayPal,Desktop,1
CUST_00126,29,Female,Germany,26,14,146.97,2057.58,287,0,2,1,1,Electronics,Klarna,Desktop,1
CUST_00127,51,Female,Germany,46,6,197.47,1184.82,270,1,0,1,1,Beauty,Credit Card,Desktop,1
CUST_00128,50,Female,Germany,26,10,235.19,2351.9,29,4,0,0,1,Electronics,Credit Card,Mobile,0
CUST_00129,65,Female,Germany,58,10,26.79,267.9,137,0,0,0,0,Fashion,Klarna,Desktop,0
CUST_00130,40,Male,Germany,10,10,442.32,4423.2,101,1,1,1,0,Home & Garden,SEPA,Desktop,0
CUST_00131,41,Male,Germany,17,9,265.48,2389.32,326,1,0,1,1,Sports,Credit Card,Mobile,0
CUST_00132,54,Male,Netherlands,53,9,380.49,3424.41,234,2,1,1,0,Fashion,Credit Card,Desktop,0
CUST_00133,52,Female,Germany,14,5,102.52,512.6,348,4,0,0,1,Beauty,Credit Card,Mobile,1
CUST_00134,61,Female,Germany,2,8,287.19,2297.52,301,1,1,1,0,Sports,Credit Card,Desktop,0
CUST_00135,57,Female,France,48,6,464.54,2787.24,330,0,0,1,1,Fashion,Klarna,Mobile,0
CUST_00136,39,Male,Germany,13,10,122.85,1228.5,54,0,0,0,1,Fashion,SEPA,Mobile,0
CUST_00137,44,Female,Germany,27,11,186.01,2046.11,301,0,0,1,1,Electronics,PayPal,Mobile,0
CUST_00138,52,Female,Germany,9,9,206.4,1857.6,259,0,1,1,1,Home & Garden,PayPal,Tablet,0
CUST_00139,18,Male,Switzerland,7,8,203.99,1631.92,76,2,1,1,1,Books,SEPA,Mobile,0
CUST_00140,52,Female,Austria,48,9,308.3,2774.7,292,0,2,0,0,Sports,Credit Card,Tablet,0
CUST_00141,54,Male,Germany,10,5,209.01,1045.05,139,3,0,0,1,Sports,Credit Card,Mobile,0
CUST_00142,64,Male,Netherlands,56,12,343.55,4122.6,238,0,1,1,0,Books,PayPal,Desktop,0
CUST_00143,31,Female,France,54,5,252.59,1262.95,117,0,0,0,1,Sports,Klarna,Desktop,0
CUST_00144,20,Female,Netherlands,9,10,95.66,956.6,41,1,0,1,1,Fashion,SEPA,Mobile,0
CUST_00145,18,Female,Netherlands,22,9,475.31,4277.79,328,1,1,1,0,Books,SEPA,Mobile,0
CUST_00146,22,Male,France,23,14,134.97,1889.58,205,0,1,1,1,Home & Garden,Credit Card,Mobile,0
CUST_00147,43,Male,Germany,7,11,289.99,3189.89,107,1,0,0,1,Sports,Klarna,Mobile,0
CUST_00148,31,Male,Germany,48,10,49.13,491.3,340,3,0,1,1,Fashion,Credit Card,Tablet,1
CUST_00149,56,Female,France,9,14,460.94,6453.16,104,0,2,0,1,Home & Garden,PayPal,Mobile,0
CUST_00150,44,Female,Austria,27,10,465.44,4654.4,138,1,1,1,1,Fashion,PayPal,Desktop,0
CUST_00151,26,Female,France,24,8,194.98,1559.84,41,0,1,1,0,Sports,SEPA,Tablet,0
CUST_00152,32,Female,Austria,29,7,78.07,546.49,181,0,0,1,1,Electronics,Klarna,Mobile,0
CUST_00153,32,Male,Switzerland,17,10,389.59,3895.9,4,1,2,1,1,Books,Credit Card,Mobile,0
CUST_00154,43,Male,Germany,20,6,145.88,875.28,10,4,0,0,0,Books,Credit Card,Desktop,0
CUST_00155,59,Male,Netherlands,7,8,356.3,2850.4,49,3,0,0,1,Sports,PayPal,Desktop,0
CUST_00156,30,Male,Netherlands,43,7,459.27,3214.89,74,0,0,1,1,Beauty,SEPA,Desktop,0
CUST_00157,68,Female,Switzerland,40,12,303.31,3639.72,48,1,0,1,1,Beauty,Credit Card,Mobile,0
CUST_00158,49,Female,Switzerland,7,4,433.39,1733.56,124,4,1,0,0,Electronics,Credit Card,Mobile,0
CUST_00159,56,Female,Netherlands,28,11,127.83,1406.13,151,1,2,1,0,Sports,SEPA,Desktop,0
CUST_00160,66,Male,Germany,19,10,457.01,4570.1,100,2,4,1,0,Sports,SEPA,Desktop,0
CUST_00161,69,Male,Netherlands,20,8,128.79,1030.32,275,2,0,1,1,Home & Garden,SEPA,Desktop,1
CUST_00162,49,Female,Germany,44,8,128.38,1027.04,200,1,0,1,0,Beauty,PayPal,Mobile,0
CUST_00163,21,Female,Netherlands,39,13,442.34,5750.42,218,0,3,0,1,Electronics,SEPA,Mobile,0
CUST_00164,47,Male,Switzerland,40,11,286.35,3149.85,126,3,0,1,0,Home & Garden,SEPA,Desktop,0
CUST_00165,54,Female,Germany,7,9,403.73,3633.57,179,1,1,0,1,Fashion,SEPA,Desktop,0
CUST_00166,40,Male,France,6,6,405.19,2431.14,228,1,1,0,0,Fashion,Credit Card,Mobile,0
CUST_00167,56,Male,Germany,25,2,330.54,661.08,267,1,1,0,1,Home & Garden,PayPal,Mobile,1
CUST_00168,62,Male,Germany,41,11,110.76,1218.36,259,2,1,0,1,Electronics,Klarna,Mobile,0
CUST_00169,32,Female,Germany,59,7,352.21,2465.47,252,1,0,1,1,Home & Garden,Credit Card,Mobile,0
CUST_00170,60,Female,Netherlands,13,15,50.54,758.1,210,1,1,1,1,Electronics,Credit Card,Mobile,1
CUST_00171,46,Male,Switzerland,39,6,116.32,697.92,145,1,0,1,1,Sports,Credit Card,Mobile,0
CUST_00172,53,Female,Switzerland,40,8,328.6,2628.8,73,1,2,0,1,Fashion,SEPA,Desktop,0
CUST_00173,30,Male,Germany,22,5,455.75,2278.75,30,1,1,0,1,Books,Klarna,Desktop,0
CUST_00174,49,Male,Austria,49,10,390.41,3904.1,80,2,0,0,1,Fashion,Credit Card,Mobile,0
CUST_00175,24,Male,Netherlands,17,5,179.58,897.9,8,2,0,0,1,Home & Garden,Credit Card,Mobile,0
CUST_00176,68,Male,Germany,48,4,415.38,1661.52,169,1,0,0,1,Beauty,SEPA,Tablet,0
CUST_00177,39,Female,Germany,22,5,483.97,2419.85,5,2,1,0,1,Home & Garden,SEPA,Desktop,0
CUST_00178,45,Male,Germany,34,9,179.34,1614.06,325,1,2,0,1,Sports,Credit Card,Mobile,1
CUST_00179,19,Male,Switzerland,8,10,109.68,1096.8,238,1,1,1,1,Home & Garden,Credit Card,Mobile,1
CUST_00180,59,Female,France,49,10,114.81,1148.1,152,2,1,0,1,Books,SEPA,Mobile,0
CUST_00181,62,Male,Netherlands,45,4,212.16,848.64,334,3,0,0,1,Electronics,PayPal,Tablet,1
CUST_00182,23,Male,Germany,18,11,45.12,496.32,69,0,2,0,0,Books,PayPal,Mobile,0
CUST_00183,45,Female,Netherlands,24,9,254.12,2287.08,256,2,1,0,0,Sports,Klarna,Mobile,0
CUST_00184,45,Female,Germany,54,6,371.5,2229.0,327,5,0,0,1,Books,Credit Card,Mobile,0
CUST_00185,61,Female,Germany,42,12,274.62,3295.44,79,0,0,1,1,Fashion,Credit Card,Tablet,0
CUST_00186,61,Male,France,2,8,485.62,3884.96,70,1,1,0,0,Electronics,SEPA,Mobile,0
CUST_00187,37,Female,Germany,2,7,241.62,1691.34,288,1,1,0,1,Home & Garden,SEPA,Mobile,1
CUST_00188,47,Female,Austria,27,5,26.36,131.8,60,2,0,0,0,Beauty,PayPal,Tablet,0
CUST_00189,28,Male,Germany,14,10,245.66,2456.6,128,0,1,1,1,Books,Credit Card,Desktop,0
CUST_00190,45,Male,Netherlands,48,9,466.34,4197.06,170,1,0,0,1,Beauty,Credit Card,Mobile,0
CUST_00191,42,Male,Germany,39,8,66.01,528.08,40,2,2,1,0,Electronics,Credit Card,Tablet,0
CUST_00192,56,Male,France,53,9,127.02,1143.18,27,1,1,0,1,Home & Garden,Credit Card,Mobile,0
CUST_00193,50,Male,Germany,53,7,363.47,2544.29,104,3,1,1,1,Beauty,PayPal,Desktop,0
CUST_00194,18,Female,Germany,56,2,161.17,322.34,5,0,2,1,0,Books,PayPal,Desktop,0
CUST_00195,44,Female,Switzerland,12,4,387.32,1549.28,127,2,1,1,1,Electronics,Credit Card,Desktop,0
CUST_00196,69,Female,Germany,32,7,221.28,1548.96,308,2,0,0,0,Books,Credit Card,Desktop,1
CUST_00197,30,Male,Austria,28,4,402.11,1608.44,75,1,1,1,1,Beauty,Klarna,Desktop,0
CUST_00198,58,Male,Switzerland,55,6,284.74,1708.44,231,2,3,1,1,Electronics,Credit Card,Desktop,1
CUST_00199,20,Male,Germany,28,9,59.58,536.22,345,1,1,1,0,Electronics,Credit Card,Desktop,1
CUST_00200,56,Female,Germany,46,4,205.35,821.4,253,1,1,1,0,Home & Garden,PayPal,Desktop,1
CUST_00201,23,Female,Netherlands,25,10,179.96,1799.6,322,3,0,0,1,Beauty,Credit Card,Mobile,1
CUST_00202,25,Male,Switzerland,4,7,408.84,2861.88,135,1,1,1,1,Books,SEPA,Mobile,0
CUST_00203,44,Female,Switzerland,26,11,319.94,3519.34,179,1,0,0,0,Books,Credit Card,Mobile,0
CUST_00204,26,Male,France,36,4,393.15,1572.6,114,2,0,0,0,Electronics,PayPal,Desktop,0
CUST_00205,54,Female,Netherlands,50,16,198.63,3178.08,257,2,0,1,0,Fashion,PayPal,Mobile,0
CUST_00206,50,Female,Germany,3,8,352.04,2816.32,332,0,0,0,0,Electronics,Credit Card,Mobile,0
CUST_00207,68,Female,Switzerland,1,5,51.31,256.55,245,0,0,1,1,Electronics,SEPA,Mobile,1
CUST_00208,59,Male,Switzerland,17,8,37.63,301.04,177,1,0,0,0,Sports,Credit Card,Mobile,0
CUST_00209,61,Female,Germany,7,4,157.98,631.92,20,4,1,1,0,Electronics,SEPA,Mobile,0
CUST_00210,41,Female,Germany,48,8,391.38,3131.04,355,2,0,1,1,Books,Klarna,Mobile,0
CUST_00211,32,Male,Germany,5,9,276.36,2487.24,42,3,0,1,1,Home & Garden,Credit Card,Desktop,0
CUST_00212,49,Female,Germany,19,9,216.23,1946.07,144,0,0,1,1,Home & Garden,SEPA,Desktop,0
CUST_00213,49,Male,Austria,39,10,450.38,4503.8,242,0,0,0,1,Electronics,Klarna,Mobile,0
CUST_00214,41,Male,Germany,46,6,258.73,1552.38,33,0,3,1,0,Home & Garden,Credit Card,Mobile,0
CUST_00215,58,Male,Germany,34,7,314.43,2201.01,89,1,1,1,1,Books,Credit Card,Desktop,0
CUST_00216,69,Male,Germany,35,9,493.2,4438.8,83,4,2,1,0,Books,Credit Card,Mobile,0
CUST_00217,66,Male,Switzerland,49,7,270.75,1895.25,272,0,3,0,0,Electronics,Credit Card,Tablet,1
CUST_00218,66,Female,France,16,11,396.08,4356.88,176,0,0,1,0,Home & Garden,SEPA,Mobile,0
CUST_00219,69,Male,Germany,40,2,218.64,437.28,89,0,1,1,1,Fashion,PayPal,Mobile,0
CUST_00220,29,Male,Germany,50,17,37.44,636.48,311,2,0,0,0,Books,PayPal,Desktop,1
CUST_00221,56,Male,Switzerland,47,12,420.55,5046.6,236,5,0,0,0,Electronics,Credit Card,Mobile,0
CUST_00222,19,Male,Austria,39,8,473.31,3786.48,156,1,1,1,1,Electronics,Klarna,Desktop,0
CUST_00223,20,Female,Germany,27,3,228.5,685.5,201,0,1,1,1,Fashion,PayPal,Mobile,0
CUST_00224,66,Male,Germany,41,9,261.75,2355.75,210,0,2,1,0,Home & Garden,SEPA,Desktop,0
CUST_00225,54,Female,Germany,38,9,223.59,2012.31,151,3,1,1,0,Home & Garden,Credit Card,Desktop,0
CUST_00226,66,Male,Germany,50,6,498.51,2991.06,286,1,2,0,1,Beauty,SEPA,Tablet,0
CUST_00227,34,Female,France,50,6,453.61,2721.66,96,2,1,0,0,Fashion,PayPal,Mobile,0
CUST_00228,66,Male,Switzerland,25,10,39.73,397.3,344,1,0,1,0,Books,Credit Card,Mobile,1
CUST_00229,19,Male,France,26,3,393.93,1181.79,203,4,0,0,0,Fashion,SEPA,Mobile,1
CUST_00230,19,Female,Austria,56,4,308.4,1233.6,244,1,0,0,1,Sports,PayPal,Mobile,1
CUST_00231,45,Male,Germany,14,10,32.07,320.7,125,3,0,0,0,Home & Garden,SEPA,Desktop,0
CUST_00232,40,Female,Netherlands,14,6,233.46,1400.76,26,0,0,0,1,Electronics,SEPA,Tablet,0
CUST_00233,54,Male,Netherlands,14,12,91.86,1102.32,276,3,1,0,1,Fashion,Credit Card,Mobile,0
CUST_00234,49,Female,Germany,25,9,439.06,3951.54,300,0,0,0,1,Sports,SEPA,Mobile,0
CUST_00235,50,Male,Germany,36,9,26.1,234.9,274,1,0,0,1,Home & Garden,PayPal,Desktop,1
CUST_00236,18,Male,France,4,10,439.09,4390.9,162,1,0,0,1,Electronics,Klarna,Mobile,0
CUST_00237,36,Female,Germany,47,6,471.6,2829.6,100,2,1,0,0,Sports,Klarna,Mobile,0
CUST_00238,19,Male,Germany,15,9,55.03,495.27,4,1,0,1,0,Fashion,SEPA,Desktop,0
CUST_00239,61,Male,France,32,7,365.52,2558.64,213,2,0,1,0,Electronics,SEPA,Mobile,0
CUST_00240,43,Male,Switzerland,18,12,283.47,3401.64,90,2,2,1,0,Electronics,Klarna,Mobile,0
CUST_00241,49,Male,France,14,8,478.05,3824.4,142,1,0,0,1,Beauty,SEPA,Desktop,0
CUST_00242,23,Male,Austria,58,10,403.11,4031.1,346,1,1,1,1,Sports,Klarna,Mobile,0
CUST_00243,49,Male,Germany,1,6,353.32,2119.92,90,3,1,1,0,Electronics,Klarna,Desktop,0
CUST_00244,21,Female,Netherlands,42,11,464.24,5106.64,41,0,1,0,1,Fashion,PayPal,Mobile,0
CUST_00245,28,Female,France,20,7,96.97,678.79,91,0,0,1,0,Electronics,SEPA,Desktop,0
CUST_00246,34,Female,Austria,10,6,200.46,1202.76,22,0,3,0,1,Beauty,Klarna,Mobile,0
