customer_id,age,gender,country,tenure_months,num_orders,avg_order_value,total_spend,days_since_last_order,num_returns,num_complaints,discount_used,newsletter_subscribed,preferred_category,payment_method,device_type,churn,return_rate,complaint_rate,spend_per_order,recency_score,predicted_churn,churn_probability,churn_risk_segment
CUST_00087,40,Female,Germany,41,9,131.79,1186.11,55,4,3,1,0,Electronics,Credit Card,Desktop,0,0.4,0.07142857142857142,118.61099999999999,0.017857142857142856,,,
CUST_00088,57,Male,Netherlands,36,10,369.23,3692.3,230,2,0,0,1,Beauty,Credit Card,Mobile,0,0.18181818181818182,0.0,335.6636363636364,0.004329004329004329,,,
CUST_00089,38,Female,Germany,47,10,488.98,4889.8,47,1,1,1,1,Home & Garden,PayPal,Desktop,0,0.09090909090909091,0.020833333333333332,444.52727272727276,0.020833333333333332,0.0,0.0,Low Risk
CUST_00090,33,Female,Germany,43,7,358.23,2507.61,78,2,1,0,0,Beauty,Credit Card,Mobile,0,0.25,0.022727272727272728,313.45125,0.012658227848101266,,,
CUST_00091,62,Male,France,1,9,46.02,414.18,360,1,0,1,1,Books,SEPA,Mobile,1,0.1,0.0,41.418,0.002770083102493075,,,
CUST_00092,35,Male,Switzerland,50,6,88.59,531.54,306,0,0,1,1,Home & Garden,Credit Card,Desktop,1,0.0,0.0,75.9342857142857,0.003257328990228013,1.0,0.8849,High Risk
CUST_00093,64,Female,Germany,29,7,233.97,1637.79,353,2,2,1,1,Books,Credit Card,Mobile,1,0.25,0.06666666666666667,204.72375,0.002824858757062147,,,
CUST_00094,41,Male,Germany,1,9,371.63,3344.67,361,0,0,0,0,Electronics,PayPal,Mobile,0,0.0,0.0,334.467,0.0027624309392265192,,,
CUST_00095,43,Female,Netherlands,8,7,99.65,697.55,279,2,1,1,0,Sports,SEPA,Mobile,1,0.25,0.1111111111111111,87.19375,0.0035714285714285713,,,
CUST_00096,42,Female,France,57,5,380.39,1901.95,61,2,1,1,1,Electronics,Credit Card,Desktop,0,0.3333333333333333,0.017241379310344827,316.9916666666667,0.016129032258064516,,,
CUST_00097,62,Male,Switzerland,16,9,286.8,2581.2,7,3,1,1,0,Fashion,SEPA,Mobile,0,0.3,0.058823529411764705,258.12,0.125,,,
CUST_00098,58,Female,Germany,58,5,391.78,1958.9,271,0,1,0,0,Sports,PayPal,Mobile,0,0.0,0.01694915254237288,326.48333333333335,0.003676470588235294,,,
CUST_00099,46,Female,France,28,8,287.67,2301.36,335,1,0,1,1,Home & Garden,SEPA,Mobile,1,0.1111111111111111,0.0,255.70666666666668,0.002976190476190476,,,
CUST_00100,32,Male,Germany,22,5,309.21,1546.05,9,1,2,0,0,Sports,SEPA,Desktop,0,0.16666666666666666,0.08695652173913043,257.675,0.1,,,
CUST_00101,62,Male,Germany,18,12,139.4,1672.8,213,2,1,1,1,Electronics,SEPA,Mobile,0,0.15384615384615385,0.05263157894736842,128.67692307692306,0.004672897196261682,,,
CUST_00102,18,Male,Netherlands,22,6,365.69,2194.14,165,1,1,1,1,Home & Garden,Klarna,Mobile,0,0.14285714285714285,0.043478260869565216,313.4485714285714,0.006024096385542169,,,
CUST_00103,42,Female,France,41,9,425.13,3826.17,231,1,0,0,1,Fashion,Klarna,Desktop,0,0.1,0.0,382.617,0.004310344827586207,,,
CUST_00104,24,Male,Netherlands,12,1,438.22,438.22,315,2,1,1,0,Beauty,Klarna,Mobile,1,1.0,0.07692307692307693,219.11,0.0031645569620253164,,,
CUST_00105,26,Male,Germany,19,9,34.14,307.26,156,0,1,0,0,Fashion,PayPal,Mobile,0,0.0,0.05,30.726,0.006369426751592357,,,
CUST_00106,41,Male,Germany,25,8,319.81,2558.48,364,0,1,0,0,Beauty,PayPal,Desktop,0,0.0,0.038461538461538464,284.27555555555557,0.0027397260273972603,1.0,0.6522,High Risk
CUST_00107,18,Male,Germany,50,10,494.98,4949.8,15,3,2,1,1,Sports,Credit Card,Desktop,0,0.2727272727272727,0.0392156862745098,449.9818181818182,0.0625,,,
CUST_00108,61,Female,Switzerland,59,10,301.72,3017.2,118,0,1,1,1,Electronics,PayPal,Desktop,0,0.0,0.016666666666666666,274.29090909090905,0.008403361344537815,,,
CUST_00109,25,Female,Germany,5,5,102.21,511.05,88,2,2,1,1,Electronics,PayPal,Mobile,0,0.3333333333333333,0.3333333333333333,85.175,0.011235955056179775,,,
CUST_00110,41,Male,Germany,59,12,441.25,5295.0,4,0,3,1,1,Beauty,Credit Card,Tablet,0,0.0,0.05,407.3076923076923,0.2,,,
CUST_00111,28,Female,Germany,34,3,146.87,440.61,239,3,0,1,1,Electronics,Credit Card,Mobile,1,0.75,0.0,110.1525,0.004166666666666667,,,
CUST_00112,68,Male,France,39,6,41.61,249.66,114,3,0,1,1,Sports,PayPal,Mobile,0,0.42857142857142855,0.0,35.66571428571429,0.008695652173913044,,,
CUST_00113,34,Male,Germany,59,6,226.65,1359.9,227,1,1,1,1,Fashion,Klarna,Mobile,0,0.14285714285714285,0.016666666666666666,194.27142857142857,0.0043859649122807015,,,
CUST_00114,25,Female,Switzerland,10,8,68.13,545.04,314,2,0,1,1,Sports,SEPA,Mobile,1,0.2222222222222222,0.0,60.559999999999995,0.0031746031746031746,,,
CUST_00115,52,Female,Germany,47,4,75.32,301.28,143,0,1,0,0,Sports,Klarna,Mobile,0,0.0,0.020833333333333332,60.25599999999999,0.006944444444444444,,,
CUST_00116,52,Male,Austria,57,8,242.38,1939.04,244,1,0,1,0,Fashion,PayPal,Desktop,1,0.1111111111111111,0.0,215.4488888888889,0.004081632653061225,,,
CUST_00117,50,Male,Germany,7,7,314.09,2198.63,2,0,0,0,1,Books,Klarna,Desktop,0,0.0,0.0,274.82875,0.3333333333333333,,,
CUST_00118,22,Female,Netherlands,37,6,454.59,2727.54,360,4,1,0,0,Home & Garden,Credit Card,Mobile,1,0.5714285714285714,0.02631578947368421,389.6485714285714,0.002770083102493075,,,
CUST_00119,59,Male,Switzerland,47,5,358.52,1792.6,124,1,0,1,0,Home & Garden,SEPA,Tablet,0,0.16666666666666666,0.0,298.76666666666665,0.008,,,
CUST_00120,56,Female,Germany,52,12,424.45,5093.4,325,2,1,0,0,Beauty,Credit Card,Mobile,0,0.15384615384615385,0.018867924528301886,391.79999999999995,0.003067484662576687,,,
CUST_00121,58,Male,Switzerland,52,14,217.66,3047.24,201,0,0,0,0,Beauty,Credit Card,Mobile,0,0.0,0.0,203.14933333333332,0.0049504950495049506,,,
CUST_00122,45,Male,France,15,10,172.92,1729.2,71,1,0,0,0,Home & Garden,Klarna,Tablet,0,0.09090909090909091,0.0,157.20000000000002,0.013888888888888888,,,
CUST_00123,24,Female,Switzerland,42,7,304.56,2131.92,68,0,0,1,0,Books,SEPA,Desktop,0,0.0,0.0,266.49,0.014492753623188406,,,
CUST_00124,26,Female,Netherlands,24,3,353.84,1061.52,147,1,0,0,0,Home & Garden,Credit Card,Desktop,0,0.25,0.0,265.38,0.006756756756756757,0.0,0.073,Low Risk
CUST_00125,25,Female,Germany,26,4,292.76,1171.04,264,1,3,0,1,Sports,PayPal,Desktop,1,0.2,0.1111111111111111,234.208,0.0037735849056603774,,,
CUST_00126,29,Female,Germany,26,14,146.97,2057.58,287,0,2,1,1,Electronics,Klarna,Desktop,1,0.0,0.07407407407407407,137.172,0.003472222222222222,,,
CUST_00127,51,Female,Germany,46,6,197.47,1184.82,270,1,0,1,1,Beauty,Credit Card,Desktop,1,0.14285714285714285,0.0,169.26,0.0036900369003690036,,,
CUST_00128,50,Female,Germany,26,10,235.19,2351.9,29,4,0,0,1,Electronics,Credit Card,Mobile,0,0.36363636363636365,0.0,213.8090909090909,0.03333333333333333,0.0,0.0003,Low Risk
CUST_00129,65,Female,Germany,58,10,26.79,267.9,137,0,0,0,0,Fashion,Klarna,Desktop,0,0.0,0.0,24.354545454545452,0.007246376811594203,,,
CUST_00130,40,Male,Germany,10,10,442.32,4423.2,101,1,1,1,0,Home & Garden,SEPA,Desktop,0,0.09090909090909091,0.09090909090909091,402.10909090909087,0.00980392156862745,,,
CUST_00131,41,Male,Germany,17,9,265.48,2389.32,326,1,0,1,1,Sports,Credit Card,Mobile,0,0.1,0.0,238.93200000000002,0.0030581039755351682,,,
CUST_00132,54,Male,Netherlands,53,9,380.49,3424.41,234,2,1,1,0,Fashion,Credit Card,Desktop,0,0.2,0.018518518518518517,342.441,0.00425531914893617,,,
CUST_00133,52,Female,Germany,14,5,102.52,512.6,348,4,0,0,1,Beauty,Credit Card,Mobile,1,0.6666666666666666,0.0,85.43333333333334,0.0028653295128939827,,,
CUST_00134,61,Female,Germany,2,8,287.19,2297.52,301,1,1,1,0,Sports,Credit Card,Desktop,0,0.1111111111111111,0.3333333333333333,255.28,0.0033112582781456954,0.0,0.4664,Medium Risk
CUST_00135,57,Female,France,48,6,464.54,2787.24,330,0,0,1,1,Fashion,Klarna,Mobile,0,0.0,0.0,398.1771428571428,0.0030211480362537764,,,
CUST_00136,39,Male,Germany,13,10,122.85,1228.5,54,0,0,0,1,Fashion,SEPA,Mobile,0,0.0,0.0,111.68181818181819,0.01818181818181818,,,
CUST_00137,44,Female,Germany,27,11,186.01,2046.11,301,0,0,1,1,Electronics,PayPal,Mobile,0,0.0,0.0,170.50916666666666,0.0033112582781456954,0.0,0.4075,Medium Risk
CUST_00138,52,Female,Germany,9,9,206.4,1857.6,259,0,1,1,1,Home & Garden,PayPal,Tablet,0,0.0,0.1,185.76,0.0038461538461538464,,,
CUST_00139,18,Male,Switzerland,7,8,203.99,1631.92,76,2,1,1,1,Books,SEPA,Mobile,0,0.2222222222222222,0.125,181.32444444444445,0.012987012987012988,,,
CUST_00140,52,Female,Austria,48,9,308.3,2774.7,292,0,2,0,0,Sports,Credit Card,Tablet,0,0.0,0.04081632653061224,277.46999999999997,0.0034129692832764505,,,
CUST_00141,54,Male,Germany,10,5,209.01,1045.05,139,3,0,0,1,Sports,Credit Card,Mobile,0,0.5,0.0,174.17499999999998,0.007142857142857143,,,
CUST_00142,64,Male,Netherlands,56,12,343.55,4122.6,238,0,1,1,0,Books,PayPal,Desktop,0,0.0,0.017543859649122806,317.12307692307695,0.0041841004184100415,0.0,0.0024,Low Risk
CUST_00143,31,Female,France,54,5,252.59,1262.95,117,0,0,0,1,Sports,Klarna,Desktop,0,0.0,0.0,210.49166666666667,0.00847457627118644,,,
CUST_00144,20,Female,Netherlands,9,10,95.66,956.6,41,1,0,1,1,Fashion,SEPA,Mobile,0,0.09090909090909091,0.0,86.96363636363637,0.023809523809523808,,,
CUST_00145,18,Female,Netherlands,22,9,475.31,4277.79,328,1,1,1,0,Books,SEPA,Mobile,0,0.1,0.043478260869565216,427.779,0.00303951367781155,,,
CUST_00146,22,Male,France,23,14,134.97,1889.58,205,0,1,1,1,Home & Garden,Credit Card,Mobile,0,0.0,0.041666666666666664,125.972,0.0048543689320388345,,,
CUST_00147,43,Male,Germany,7,11,289.99,3189.89,107,1,0,0,1,Sports,Klarna,Mobile,0,0.08333333333333333,0.0,265.82416666666666,0.009259259259259259,,,
CUST_00148,31,Male,Germany,48,10,49.13,491.3,340,3,0,1,1,Fashion,Credit Card,Tablet,1,0.2727272727272727,0.0,44.663636363636364,0.002932551319648094,,,
CUST_00149,56,Female,France,9,14,460.94,6453.16,104,0,2,0,1,Home & Garden,PayPal,Mobile,0,0.0,0.2,430.21066666666667,0.009523809523809525,,,
CUST_00150,44,Female,Austria,27,10,465.44,4654.4,138,1,1,1,1,Fashion,PayPal,Desktop,0,0.09090909090909091,0.03571428571428571,423.12727272727267,0.007194244604316547,,,
CUST_00151,26,Female,France,24,8,194.98,1559.84,41,0,1,1,0,Sports,SEPA,Tablet,0,0.0,0.04,173.31555555555553,0.023809523809523808,,,
CUST_00152,32,Female,Austria,29,7,78.07,546.49,181,0,0,1,1,Electronics,Klarna,Mobile,0,0.0,0.0,68.31125,0.005494505494505495,,,
CUST_00153,32,Male,Switzerland,17,10,389.59,3895.9,4,1,2,1,1,Books,Credit Card,Mobile,0,0.09090909090909091,0.1111111111111111,354.1727272727273,0.2,,,
CUST_00154,43,Male,Germany,20,6,145.88,875.28,10,4,0,0,0,Books,Credit Card,Desktop,0,0.5714285714285714,0.0,125.03999999999999,0.09090909090909091,0.0,0.001,Low Risk
